Participants,Age,Sexe,isMusician,Modalite,Question,Item,Filename,Musician,Express,Social,Zoom,Intensity,Authenticity,Nostalgie,Tristesse,Joie,Transcendance,Tension,Emerveillement,Serenite,Tendresse,Pouvoir,Tete,Buste,BrasDroit,BrasGauche,Hanche,Jambes,Corps
lzgfacuy_1401791510,21,woman,melo,2,1,19,3_3_2_1,He,emph,nat,zoom1,38,47,42,36,0,0,0,0,0,0,0,7,0,3,6,0,8,5
lzgfacuy_1401791510,21,woman,melo,2,1,20,4_1_2_1,St,met,nat,zoom1,22,23,35,28,0,0,0,0,0,0,0,7,0,3,6,0,8,5
lzgfacuy_1401791510,21,woman,melo,2,1,21,3_2_1_2,He,conc,abs,zoom2,19,32,38,32,0,0,0,0,0,0,0,7,0,3,6,0,8,5
lzgfacuy_1401791510,21,woman,melo,2,1,22,1_2_1_1,As,conc,abs,zoom1,22,23,34,27,0,0,0,0,0,0,0,7,0,3,6,0,8,5
lzgfacuy_1401791510,21,woman,melo,2,1,23,3_1_1_1,He,met,abs,zoom1,27,20,38,31,0,0,0,0,0,0,0,7,0,3,6,0,8,5
lzgfacuy_1401791510,21,woman,melo,2,1,24,3_3_1_2,He,emph,abs,zoom2,26,42,36,44,0,0,0,0,0,0,0,7,0,3,6,0,8,5
nevkmwjh_1401724867,26,man,melo,2,1,1,2_1_2_1,Ca,met,nat,zoom1,65,75,21,18,18,69,19,75,76,73,14,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,64,57,30,24,9,63,18,41,38,54,7,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,43,38,42,29,7,29,24,26,33,39,6,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,4,4_2_2_1,St,conc,nat,zoom1,51,54,47,14,16,42,9,31,26,40,10,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,5,4_2_1_1,St,conc,abs,zoom1,57,51,59,9,17,60,15,49,47,47,6,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,6,1_1_2_1,As,met,nat,zoom1,42,38,30,21,9,40,4,15,40,46,1,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,51,51,45,8,8,48,5,41,38,45,6,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,8,3_1_2_2,He,met,nat,zoom2,36,31,18,16,41,37,24,32,28,31,36,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,9,4_3_2_1,St,emph,nat,zoom1,61,89,53,52,2,54,3,28,32,46,0,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,10,2_1_1_1,Ca,met,abs,zoom1,37,38,25,16,53,30,21,38,26,46,39,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,11,4_1_1_1,St,met,abs,zoom1,36,42,24,16,29,35,0,35,40,34,21,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,12,1_2_2_1,As,conc,nat,zoom1,51,69,16,10,52,77,16,71,64,58,9,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,13,1_3_1_1,As,emph,abs,zoom1,65,61,33,48,18,29,73,38,22,27,45,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,14,4_3_1_1,St,emph,abs,zoom1,67,58,64,63,7,69,39,36,43,32,11,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,15,1_1_1_1,As,met,abs,zoom1,38,27,24,13,30,22,37,17,42,18,4,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,16,1_3_2_1,As,emph,nat,zoom1,29,19,23,9,30,24,16,35,15,23,4,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,17,3_2_2_2,He,conc,nat,zoom2,56,68,63,42,3,45,18,44,31,56,20,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,35,38,40,36,5,50,18,31,42,48,4,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,19,3_3_2_1,He,emph,nat,zoom1,37,33,45,27,1,51,10,34,28,47,2,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,20,4_1_2_1,St,met,nat,zoom1,59,76,52,40,2,51,10,35,40,46,0,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,21,3_2_1_2,He,conc,abs,zoom2,53,75,65,44,0,41,10,33,38,45,0,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,22,1_2_1_1,As,conc,abs,zoom1,40,32,46,28,0,37,7,26,32,38,0,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,23,3_1_1_1,He,met,abs,zoom1,43,43,32,29,2,44,9,37,26,45,0,3,0,7,4,0,1,7
nevkmwjh_1401724867,26,man,melo,2,1,24,3_3_1_2,He,emph,abs,zoom2,57,66,28,21,46,31,11,55,40,30,16,3,0,7,4,0,1,7
nvuxzqny_1401473337,24,man,melo,2,2,1,2_1_2_1,Ca,met,nat,zoom1,22,2,27,7,6,0,2,0,0,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,2,2_3_1_1,Ca,emph,abs,zoom1,44,42,32,23,21,10,6,8,2,2,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,3,2_2_1_1,Ca,conc,abs,zoom1,38,30,24,17,14,2,2,1,1,1,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,4,4_2_2_1,St,conc,nat,zoom1,33,22,23,20,19,2,5,0,0,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,5,4_2_1_1,St,conc,abs,zoom1,43,42,30,21,19,4,2,4,1,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,6,1_1_2_1,As,met,nat,zoom1,9,5,6,4,1,0,1,0,0,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,7,2_2_2_2,Ca,conc,nat,zoom2,50,46,37,29,28,9,2,15,4,3,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,8,3_1_2_2,He,met,nat,zoom2,12,7,5,4,0,1,0,0,0,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,9,4_3_2_1,St,emph,nat,zoom1,33,32,20,13,9,2,6,4,1,1,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,10,2_1_1_1,Ca,met,abs,zoom1,25,23,11,7,3,0,3,0,0,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,11,4_1_1_1,St,met,abs,zoom1,27,19,16,10,9,0,3,0,0,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,12,1_2_2_1,As,conc,nat,zoom1,35,31,24,18,12,5,2,3,2,2,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,13,1_3_1_1,As,emph,abs,zoom1,42,37,33,29,24,8,4,0,5,7,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,14,4_3_1_1,St,emph,abs,zoom1,39,36,30,21,17,5,3,4,2,2,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,15,1_1_1_1,As,met,abs,zoom1,11,6,5,3,0,0,1,0,0,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,16,1_3_2_1,As,emph,nat,zoom1,20,18,13,10,6,2,1,0,1,1,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,17,3_2_2_2,He,conc,nat,zoom2,30,24,20,14,11,0,0,3,2,2,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,18,2_3_2_1,Ca,emph,nat,zoom1,29,23,17,12,6,1,4,2,0,3,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,19,3_3_2_1,He,emph,nat,zoom1,50,45,35,29,29,10,5,12,4,1,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,20,4_1_2_1,St,met,nat,zoom1,5,1,1,1,0,0,1,0,0,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,21,3_2_1_2,He,conc,abs,zoom2,33,29,22,17,13,4,6,2,3,2,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,22,1_2_1_1,As,conc,abs,zoom1,13,9,4,3,1,0,2,0,0,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,23,3_1_1_1,He,met,abs,zoom1,6,5,2,1,1,0,0,0,0,0,0,2,0,0,4,0,9,5
nvuxzqny_1401473337,24,man,melo,2,2,24,3_3_1_2,He,emph,abs,zoom2,43,32,25,19,17,6,5,2,3,2,0,2,0,0,4,0,9,5
pelvoful_1401203777,100,man,mus,2,1,1,2_1_2_1,Ca,met,nat,zoom1,16,14,23,29,0,17,19,24,25,29,13,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,10,9,11,29,9,17,10,17,7,8,9,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,25,50,13,13,8,18,11,11,11,11,12,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,4,4_2_2_1,St,conc,nat,zoom1,40,53,18,15,18,19,17,16,14,10,11,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,5,4_2_1_1,St,conc,abs,zoom1,26,29,17,20,12,13,16,19,21,25,16,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,6,1_1_2_1,As,met,nat,zoom1,13,17,7,6,6,6,17,13,8,9,24,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,40,23,48,31,24,24,23,25,21,21,21,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,8,3_1_2_2,He,met,nat,zoom2,29,28,20,20,9,23,34,23,17,19,17,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,9,4_3_2_1,St,emph,nat,zoom1,73,73,57,49,20,49,39,36,30,38,33,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,10,2_1_1_1,Ca,met,abs,zoom1,36,39,21,16,17,16,16,22,15,12,12,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,11,4_1_1_1,St,met,abs,zoom1,38,16,30,24,20,20,22,22,22,18,17,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,12,1_2_2_1,As,conc,nat,zoom1,63,71,48,33,23,32,25,27,24,54,24,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,13,1_3_1_1,As,emph,abs,zoom1,40,48,26,29,26,13,12,19,11,10,10,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,14,4_3_1_1,St,emph,abs,zoom1,61,49,43,43,43,37,35,33,33,29,27,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,15,1_1_1_1,As,met,abs,zoom1,43,46,36,27,25,21,26,27,27,20,21,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,16,1_3_2_1,As,emph,nat,zoom1,52,47,30,28,25,25,24,23,23,20,20,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,17,3_2_2_2,He,conc,nat,zoom2,45,55,26,21,15,19,16,33,16,22,23,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,62,62,42,33,31,29,30,28,27,30,29,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,19,3_3_2_1,He,emph,nat,zoom1,70,54,35,24,22,28,17,22,21,20,24,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,20,4_1_2_1,St,met,nat,zoom1,44,64,30,28,23,23,19,25,19,18,25,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,21,3_2_1_2,He,conc,abs,zoom2,73,68,32,34,22,30,30,27,24,20,14,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,22,1_2_1_1,As,conc,abs,zoom1,50,42,29,24,17,17,18,16,15,15,13,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,23,3_1_1_1,He,met,abs,zoom1,48,60,33,27,29,26,19,22,28,21,29,1,1,1,1,1,1,1
pelvoful_1401203777,100,man,mus,2,1,24,3_3_1_2,He,emph,abs,zoom2,74,65,37,24,22,26,21,19,25,26,19,1,1,1,1,1,1,1
pxtttowk_1401462601,22,man,melo,2,1,1,2_1_2_1,Ca,met,nat,zoom1,41,48,40,49,14,31,15,10,28,22,0,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,68,49,20,11,22,37,14,50,34,17,10,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,55,23,17,30,9,24,5,39,8,9,0,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,4,4_2_2_1,St,conc,nat,zoom1,37,22,16,6,22,5,22,9,20,12,26,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,5,4_2_1_1,St,conc,abs,zoom1,19,37,25,11,7,18,8,25,12,11,8,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,6,1_1_2_1,As,met,nat,zoom1,21,21,9,12,14,8,16,10,27,8,14,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,38,22,35,30,38,32,17,37,13,30,16,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,8,3_1_2_2,He,met,nat,zoom2,22,22,10,23,15,27,15,19,14,21,10,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,9,4_3_2_1,St,emph,nat,zoom1,20,37,11,27,16,23,7,32,5,29,11,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,10,2_1_1_1,Ca,met,abs,zoom1,31,19,15,23,27,8,23,19,10,11,22,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,12,1_2_2_1,As,conc,nat,zoom1,18,18,7,20,13,17,29,16,33,13,24,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,13,1_3_1_1,As,emph,abs,zoom1,37,21,7,7,12,26,9,28,9,10,3,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,14,4_3_1_1,St,emph,abs,zoom1,17,13,10,16,10,13,8,12,11,11,12,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,15,1_1_1_1,As,met,abs,zoom1,15,19,12,11,15,8,16,5,19,7,11,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,16,1_3_2_1,As,emph,nat,zoom1,29,22,10,25,16,23,12,24,16,22,10,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,17,3_2_2_2,He,conc,nat,zoom2,20,16,10,9,26,9,10,14,18,7,12,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,33,17,13,21,13,13,8,11,20,9,9,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,19,3_3_2_1,He,emph,nat,zoom1,32,9,13,15,21,13,13,21,10,13,18,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,20,4_1_2_1,St,met,nat,zoom1,34,22,13,17,19,13,10,19,8,15,8,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,21,3_2_1_2,He,conc,abs,zoom2,39,16,12,24,13,27,13,18,8,17,11,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,22,1_2_1_1,As,conc,abs,zoom1,14,14,19,12,21,11,19,15,15,7,15,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,23,3_1_1_1,He,met,abs,zoom1,23,13,12,17,15,10,21,12,17,13,18,2,0,1,6,0,8,3
pxtttowk_1401462601,22,man,melo,2,1,24,3_3_1_2,He,emph,abs,zoom2,19,9,12,21,14,25,17,12,14,9,15,2,0,1,6,0,8,3
pyrnamtq_1401730316,26,man,mus,2,2,1,2_1_2_1,Ca,met,nat,zoom1,15,10,45,48,12,14,13,16,16,49,12,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,2,2_3_1_1,Ca,emph,abs,zoom1,72,63,64,65,12,12,13,12,11,70,12,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,3,2_2_1_1,Ca,conc,abs,zoom1,50,36,33,33,1,1,2,5,0,33,2,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,4,4_2_2_1,St,conc,nat,zoom1,77,88,72,6,6,4,6,5,5,81,7,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,5,4_2_1_1,St,conc,abs,zoom1,25,43,12,8,5,1,1,1,4,53,6,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,6,1_1_2_1,As,met,nat,zoom1,5,11,7,4,5,5,86,6,8,4,5,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,7,2_2_2_2,Ca,conc,nat,zoom2,79,89,78,6,6,7,7,5,4,100,6,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,8,3_1_2_2,He,met,nat,zoom2,6,12,2,4,3,4,90,5,5,5,6,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,9,4_3_2_1,St,emph,nat,zoom1,91,42,46,59,7,8,9,5,9,74,11,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,10,2_1_1_1,Ca,met,abs,zoom1,10,7,6,8,6,5,91,5,9,5,10,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,11,4_1_1_1,St,met,abs,zoom1,5,8,4,4,7,4,44,4,5,5,7,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,12,1_2_2_1,As,conc,nat,zoom1,44,43,6,8,7,9,8,6,8,7,5,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,13,1_3_1_1,As,emph,abs,zoom1,85,66,7,5,5,6,6,5,9,12,11,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,14,4_3_1_1,St,emph,abs,zoom1,91,34,14,9,9,12,4,12,9,73,31,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,15,1_1_1_1,As,met,abs,zoom1,6,9,5,5,7,6,80,5,7,7,7,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,16,1_3_2_1,As,emph,nat,zoom1,91,87,63,11,12,11,10,11,7,75,8,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,17,3_2_2_2,He,conc,nat,zoom2,52,45,4,49,6,7,6,8,4,45,7,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,18,2_3_2_1,Ca,emph,nat,zoom1,48,44,10,11,10,10,9,9,10,10,8,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,19,3_3_2_1,He,emph,nat,zoom1,88,84,74,7,7,6,7,6,8,84,7,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,20,4_1_2_1,St,met,nat,zoom1,4,5,5,6,4,6,5,7,5,6,5,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,21,3_2_1_2,He,conc,abs,zoom2,37,49,29,4,4,6,66,4,5,7,4,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,22,1_2_1_1,As,conc,abs,zoom1,7,5,5,5,7,5,83,2,2,5,5,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,23,3_1_1_1,He,met,abs,zoom1,5,5,8,5,5,4,50,4,5,5,8,9,8,0,0,8,5,0
pyrnamtq_1401730316,26,man,mus,2,2,24,3_3_1_2,He,emph,abs,zoom2,93,31,48,6,5,5,5,5,5,43,5,9,8,0,0,8,5,0
sakzfgwg_1401352488,23,woman,melo,2,1,1,2_1_2_1,Ca,met,nat,zoom1,71,62,75,23,57,37,0,0,53,66,3,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,51,53,84,75,0,0,0,19,39,51,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,55,70,71,82,8,0,0,0,23,35,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,4,4_2_2_1,St,conc,nat,zoom1,54,64,65,74,6,0,16,2,0,56,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,5,4_2_1_1,St,conc,abs,zoom1,54,44,56,60,0,0,40,0,0,46,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,6,1_1_2_1,As,met,nat,zoom1,9,23,19,9,0,0,60,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,44,68,54,70,15,0,27,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,8,3_1_2_2,He,met,nat,zoom2,54,26,39,50,0,0,59,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,9,4_3_2_1,St,emph,nat,zoom1,36,53,29,33,0,0,0,0,0,38,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,10,2_1_1_1,Ca,met,abs,zoom1,12,15,13,19,0,0,39,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,11,4_1_1_1,St,met,abs,zoom1,12,11,5,11,0,0,0,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,12,1_2_2_1,As,conc,nat,zoom1,13,14,5,0,0,0,21,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,13,1_3_1_1,As,emph,abs,zoom1,33,60,31,39,0,0,0,0,0,0,24,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,14,4_3_1_1,St,emph,abs,zoom1,69,73,52,46,47,0,0,0,0,63,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,15,1_1_1_1,As,met,abs,zoom1,36,15,0,21,0,0,0,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,16,1_3_2_1,As,emph,nat,zoom1,32,36,0,0,0,0,27,0,0,0,31,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,17,3_2_2_2,He,conc,nat,zoom2,41,58,49,36,0,0,22,0,0,0,47,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,42,70,48,0,0,0,0,0,0,57,44,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,19,3_3_2_1,He,emph,nat,zoom1,60,81,29,0,0,0,0,0,16,51,64,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,20,4_1_2_1,St,met,nat,zoom1,9,9,0,0,0,0,23,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,21,3_2_1_2,He,conc,abs,zoom2,3,42,0,0,0,0,47,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,22,1_2_1_1,As,conc,abs,zoom1,12,6,0,0,0,0,25,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,23,3_1_1_1,He,met,abs,zoom1,74,0,0,0,0,0,69,0,0,0,0,9,0,0,2,3,0,0
sakzfgwg_1401352488,23,woman,melo,2,1,24,3_3_1_2,He,emph,abs,zoom2,46,66,26,13,0,0,32,0,0,0,0,9,0,0,2,3,0,0
sqcqxtbz_1401357762,22,woman,mus,2,1,1,2_1_2_1,Ca,met,nat,zoom1,55,49,50,42,11,32,0,19,19,27,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,65,70,49,38,24,36,0,33,20,73,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,67,63,31,40,12,52,0,44,12,77,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,4,4_2_2_1,St,conc,nat,zoom1,54,74,11,19,15,36,0,41,17,72,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,5,4_2_1_1,St,conc,abs,zoom1,69,70,8,17,17,52,0,26,17,41,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,6,1_1_2_1,As,met,nat,zoom1,34,40,5,12,20,10,0,21,12,34,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,64,82,6,30,10,45,0,59,5,19,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,8,3_1_2_2,He,met,nat,zoom2,46,40,4,9,7,17,0,22,13,38,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,9,4_3_2_1,St,emph,nat,zoom1,78,83,4,10,5,45,0,44,32,75,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,10,2_1_1_1,Ca,met,abs,zoom1,46,24,6,10,0,11,0,15,0,30,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,12,1_2_2_1,As,conc,nat,zoom1,59,82,7,14,23,41,0,31,27,57,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,13,1_3_1_1,As,emph,abs,zoom1,25,28,6,7,6,17,0,16,0,11,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,14,4_3_1_1,St,emph,abs,zoom1,67,88,6,17,6,34,0,25,39,68,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,15,1_1_1_1,As,met,abs,zoom1,14,27,4,11,7,12,0,14,0,5,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,16,1_3_2_1,As,emph,nat,zoom1,47,36,5,8,5,7,0,11,0,20,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,17,3_2_2_2,He,conc,nat,zoom2,57,85,6,15,15,39,0,35,25,49,0,7,4,0,6,1,0,5
sqcqxtbz_1401357762,22,woman,mus,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,75,64,9,21,13,48,0,50,13,62,0,7,4,0,6,1,0,5
